Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Frequently,229,Sales,13,4,Medical,2,Male,57,2,4,Sales Representative,2,Married,17894,26642,0,No,21,4,4,3,33,3,2,31,5,2,9
53,No,Travel_Rarely,541,Sales,28,4,Marketing,2,Male,69,3,4,Manufacturing Director,1,Single,14397,14829,9,No,13,3,1,0,15,3,4,8,1,0,7
36,Yes,Travel_Rarely,863,Research & Development,27,5,Medical,1,Male,79,3,2,Sales Executive,3,Married,10651,21914,3,Yes,24,3,3,3,24,0,1,1,12,5,2
28,No,Travel_Frequently,698,Research & Development,4,3,Other,3,Male,32,1,3,Laboratory Technician,1,Single,18745,26356,1,No,11,3,4,1,29,5,3,3,16,9,5
48,No,Travel_Rarely,831,Research & Development,18,2,Life Sciences,3,Male,54,4,4,Healthcare Representative,4,Married,18524,14928,4,No,24,4,3,3,8,3,1,18,5,2,9
35,No,Travel_Rarely,1173,Research & Development,21,4,Technical Degree,3,Male,51,3,3,Human Resources,4,Single,16876,17893,7,Yes,21,3,3,3,32,2,4,1,17,0,4
23,No,Travel_Rarely,348,Research & Development,12,3,Technical Degree,1,Female,70,4,3,Research Director,2,Married,14711,15897,2,Yes,13,3,2,0,23,4,4,28,14,10,6
53,No,Non-Travel,759,Research & Development,14,5,Life Sciences,4,Male,81,2,5,Manager,4,Divorced,18903,11605,7,No,12,3,1,1,4,4,3,31,16,10,5
33,Yes,Travel_Frequently,702,Sales,28,5,Technical Degree,1,Female,45,2,1,Manager,3,Married,19815,23845,0,Yes,23,3,4,3,11,1,2,21,10,0,7
22,No,Non-Travel,138,Research & Development,20,3,Marketing,3,Male,86,4,2,Healthcare Representative,1,Single,17707,25940,8,Yes,12,3,1,3,3,1,2,26,11,3,8
23,No,Non-Travel,546,Human Resources,2,5,Other,1,Male,56,2,3,Research Scientist,2,Married,8769,15796,6,No,22,4,1,2,39,5,4,14,17,6,13
59,Yes,Travel_Rarely,690,Sales,15,1,Other,2,Female,32,4,3,Research Scientist,4,Married,5866,10357,0,Yes,20,3,1,2,19,5,2,27,14,5,12
38,No,Travel_Rarely,1101,Research & Development,1,5,Medical,1,Male,56,4,3,Sales Executive,1,Single,3966,16891,0,No,13,3,3,3,7,6,2,10,17,13,7
42,No,Travel_Frequently,1292,Research & Development,10,5,Life Sciences,2,Female,64,1,1,Research Director,3,Divorced,4734,7173,1,No,12,3,2,0,28,5,4,14,14,8,15
42,No,Travel_Rarely,590,Research & Development,10,4,Marketing,2,Female,54,1,5,Laboratory Technician,3,Divorced,18102,25657,1,No,19,4,2,0,11,1,1,5,10,9,5
27,No,Travel_Frequently,178,Sales,14,2,Technical Degree,1,Female,97,4,1,Manufacturing Director,4,Married,1514,4206,7,No,13,3,3,2,21,0,3,33,10,11,6
46,Yes,Travel_Rarely,596,Research & Development,23,1,Other,3,Male,98,2,5,Human Resources,3,Divorced,1163,6022,5,Yes,11,3,1,0,5,4,3,30,5,12,13
52,No,Travel_Rarely,319,Research & Development,28,1,Medical,4,Female,34,2,1,Laboratory Technician,2,Single,18988,10527,3,No,21,3,4,1,33,0,1,20,9,11,9
19,No,Non-Travel,404,Research & Development,11,1,Life Sciences,3,Male,96,4,5,Laboratory Technician,2,Divorced,7577,2098,6,No,17,3,4,3,22,3,3,28,0,11,13
37,Yes,Travel_Frequently,970,Sales,14,1,Medical,3,Male,36,3,4,Manager,3,Divorced,5525,4881,8,No,11,3,4,1,5,5,2,5,0,13,8
24,No,Non-Travel,764,Human Resources,5,2,Life Sciences,3,Female,60,2,5,Research Scientist,3,Married,2416,2370,4,No,13,4,2,3,4,4,2,16,2,11,10
19,No,Travel_Rarely,836,Sales,5,2,Medical,1,Male,62,3,3,Human Resources,1,Single,15644,3448,7,No,18,4,1,0,31,0,4,1,7,0,14
42,No,Travel_Rarely,803,Research & Development,1,2,Marketing,1,Female,38,4,2,Sales Executive,4,Divorced,17545,26446,8,No,14,3,3,0,28,5,3,7,5,9,16
47,Yes,Non-Travel,1003,Research & Development,1,2,Life Sciences,3,Female,71,3,5,Manager,1,Single,15304,14357,2,Yes,12,3,1,0,18,6,4,38,8,11,9
56,Yes,Non-Travel,1247,Research & Development,10,5,Medical,1,Male,69,4,1,Healthcare Representative,1,Married,4275,21498,8,Yes,25,3,4,2,23,3,2,5,6,11,2
20,No,Travel_Rarely,1024,Research & Development,27,2,Marketing,4,Male,65,1,2,Research Scientist,2,Divorced,18358,12549,8,No,21,3,2,0,5,0,2,19,15,10,8
43,No,Travel_Frequently,428,Research & Development,4,4,Other,2,Female,31,1,2,Sales Representative,3,Married,9303,4094,8,No,12,3,2,0,16,0,4,4,9,3,9
20,Yes,Travel_Rarely,1305,Research & Development,5,4,Medical,4,Male,50,1,4,Healthcare Representative,3,Single,10403,24090,7,Yes,12,3,3,3,19,2,1,24,2,1,4
48,No,Non-Travel,853,Research & Development,13,4,Marketing,2,Male,83,1,4,Sales Representative,1,Divorced,15066,12219,7,No,15,4,1,3,13,6,3,36,15,7,0
49,No,Travel_Rarely,650,Research & Development,10,5,Medical,2,Male,99,3,2,Manager,1,Married,13017,3570,9,No,23,4,2,2,4,4,4,38,6,1,6
53,No,Travel_Frequently,791,Sales,10,2,Life Sciences,1,Male,86,3,3,Sales Representative,2,Married,19507,25584,0,No,24,3,1,2,11,1,1,4,6,14,4
30,Yes,Non-Travel,123,Research & Development,21,3,Other,1,Female,52,2,4,Research Director,4,Divorced,4009,3965,0,Yes,25,3,2,2,5,3,2,33,15,10,11
23,No,Travel_Rarely,389,Sales,24,5,Marketing,4,Male,60,1,2,Human Resources,2,Divorced,14017,11629,7,Yes,25,3,2,2,10,3,2,34,13,12,15
51,No,Non-Travel,304,Research & Development,16,1,Marketing,4,Female,33,2,3,Human Resources,3,Divorced,18352,26173,2,No,18,3,4,0,38,3,3,36,7,10,9
18,No,Non-Travel,554,Research & Development,1,5,Medical,1,Male,30,4,1,Sales Representative,2,Single,7435,18292,8,No,22,3,2,2,22,2,2,18,9,7,5
19,No,Travel_Rarely,1123,Research & Development,2,3,Technical Degree,1,Female,46,1,4,Sales Executive,1,Married,13793,8258,5,No,15,4,4,0,33,4,3,30,13,11,3
24,No,Non-Travel,547,Research & Development,26,3,Medical,3,Female,54,1,5,Sales Representative,3,Married,6112,17699,1,No,23,3,4,1,0,6,3,10,16,5,7
28,No,Non-Travel,1437,Research & Development,25,1,Life Sciences,4,Male,82,1,5,Laboratory Technician,4,Married,18983,26196,1,No,12,3,1,2,7,1,2,14,4,2,9
48,No,Non-Travel,844,Sales,11,4,Other,4,Male,95,1,2,Manager,2,Divorced,10116,14671,0,No,21,4,2,2,28,5,3,20,12,5,11
28,No,Travel_Frequently,1249,Research & Development,4,2,Medical,3,Female,88,2,4,Research Scientist,3,Married,2798,7239,1,No,13,4,2,2,14,3,4,9,11,9,16
28,No,Travel_Rarely,1263,Research & Development,7,3,Medical,2,Female,98,2,1,Human Resources,3,Married,15995,3526,3,No,15,3,1,1,18,0,4,9,5,3,14
46,No,Travel_Rarely,601,Research & Development,12,2,Other,3,Male,79,1,2,Manager,4,Single,2221,21660,3,No,16,4,3,0,20,6,3,2,7,10,9
35,No,Travel_Rarely,668,Research & Development,3,1,Life Sciences,2,Male,43,2,4,Sales Representative,2,Single,19025,19473,8,No,23,3,4,3,11,4,2,2,17,14,16
49,No,Non-Travel,1458,Research & Development,16,5,Other,4,Male,60,3,5,Manufacturing Director,3,Divorced,16180,13693,0,No,16,3,3,0,5,1,2,20,11,8,16
46,No,Travel_Rarely,1369,Research & Development,6,5,Life Sciences,2,Male,75,4,5,Research Director,2,Divorced,12296,8168,9,No,22,4,4,3,11,2,4,8,6,9,9
18,No,Travel_Rarely,1213,Sales,5,2,Medical,3,Male,78,2,4,Manufacturing Director,3,Divorced,13686,7256,6,No,18,3,3,1,5,6,2,25,11,8,15
28,No,Travel_Rarely,1010,Research & Development,12,1,Other,1,Male,55,4,5,Healthcare Representative,1,Divorced,15805,25489,4,No,22,3,1,2,20,4,3,37,2,2,4
41,No,Non-Travel,1404,Research & Development,22,1,Technical Degree,1,Male,41,3,3,Sales Executive,4,Married,4872,5865,6,Yes,18,3,2,3,11,0,2,2,10,8,15
24,No,Travel_Rarely,928,Sales,8,1,Technical Degree,3,Female,75,3,3,Manufacturing Director,4,Single,10993,20572,2,No,22,3,3,3,33,4,1,10,16,11,5
21,No,Travel_Frequently,1226,Sales,18,4,Marketing,1,Male,98,3,4,Laboratory Technician,4,Single,10824,6763,3,No,15,3,1,0,26,3,3,0,6,3,3
18,Yes,Travel_Rarely,1182,Sales,7,1,Marketing,3,Male,89,1,3,Research Director,4,Single,9777,20658,2,Yes,18,3,2,1,37,1,2,11,11,10,16
45,No,Travel_Rarely,1347,Research & Development,10,4,Medical,2,Female,65,2,4,Manufacturing Director,2,Married,17482,7910,0,No,25,3,2,3,29,5,3,0,13,11,13
57,No,Travel_Rarely,562,Research & Development,21,3,Marketing,3,Female,31,2,1,Manager,4,Single,11058,13737,3,No,18,3,3,2,1,6,4,31,4,7,11
45,No,Non-Travel,1298,Research & Development,27,1,Medical,1,Female,70,2,1,Sales Executive,4,Married,7211,12485,3,No,20,3,2,3,8,4,1,7,12,13,16
44,Yes,Travel_Rarely,1319,Sales,18,3,Life Sciences,2,Female,83,1,3,Research Director,3,Single,5610,6931,7,No,12,3,2,2,36,6,2,21,17,14,0
20,No,Travel_Rarely,1346,Research & Development,28,1,Medical,4,Male,46,3,4,Research Scientist,2,Married,8025,12561,2,Yes,12,3,1,2,4,2,2,14,0,2,5
53,No,Travel_Frequently,984,Human Resources,1,4,Life Sciences,2,Male,93,3,4,Manufacturing Director,2,Divorced,15357,23806,1,Yes,19,3,3,2,10,4,4,17,12,2,2
40,No,Non-Travel,1327,Sales,13,5,Other,3,Male,56,4,1,Sales Executive,4,Single,10354,10589,0,No,20,3,3,1,26,1,3,9,13,14,11
22,No,Non-Travel,423,Sales,21,3,Technical Degree,4,Male,87,3,3,Manager,2,Single,12497,11330,1,No,23,3,4,2,38,1,4,31,14,6,12
33,No,Non-Travel,173,Research & Development,13,3,Marketing,2,Male,98,3,2,Sales Representative,4,Married,16214,20304,3,Yes,14,3,2,1,13,3,2,37,9,10,0
35,Yes,Travel_Rarely,1378,Research & Development,14,1,Life Sciences,3,Male,36,4,4,Laboratory Technician,2,Married,10150,12968,8,No,16,4,4,3,20,2,3,19,13,6,4
43,No,Travel_Rarely,452,Sales,1,4,Life Sciences,4,Male,32,3,4,Human Resources,3,Married,19909,18370,8,No,12,3,2,3,3,1,1,8,6,2,16
31,No,Travel_Rarely,349,Sales,6,1,Marketing,2,Male,46,4,5,Research Director,2,Single,2367,21020,6,Yes,16,3,1,3,15,4,1,17,13,2,6
50,No,Travel_Rarely,403,Research & Development,24,5,Medical,3,Male,39,4,1,Manufacturing Director,3,Divorced,15152,10495,4,No,19,3,1,1,1,0,3,8,17,6,2
51,No,Travel_Rarely,1425,Sales,7,2,Marketing,1,Female,80,2,1,Research Director,2,Single,15835,26659,9,No,12,3,3,0,34,5,3,38,4,5,3
29,No,Travel_Rarely,1228,Research & Development,10,1,Other,1,Female,78,2,2,Sales Representative,3,Married,3030,4824,5,No,12,3,2,0,4,2,2,31,4,3,8
21,No,Non-Travel,947,Research & Development,21,4,Technical Degree,1,Male,34,2,3,Sales Executive,1,Married,19926,7378,9,No,19,3,3,0,11,4,1,3,15,14,9
21,No,Travel_Rarely,1142,Sales,3,4,Technical Degree,3,Male,48,2,3,Research Scientist,3,Single,9434,7986,6,No,15,3,3,1,14,5,4,15,9,6,4
46,No,Travel_Frequently,1357,Research & Development,5,2,Medical,2,Female,86,4,1,Human Resources,4,Married,3932,9965,0,No,17,3,1,0,7,3,4,36,14,7,5
47,No,Travel_Rarely,1127,Sales,15,3,Life Sciences,3,Female,99,4,4,Healthcare Representative,2,Single,6528,4350,2,Yes,12,3,2,3,4,4,4,29,9,7,4
27,No,Travel_Rarely,1465,Research & Development,15,3,Other,2,Male,66,3,3,Sales Representative,4,Divorced,6838,22414,5,No,22,3,3,0,34,5,3,37,5,13,7
55,No,Non-Travel,519,Sales,7,5,Marketing,1,Female,36,4,4,Research Scientist,2,Single,8588,9608,5,Yes,19,3,3,3,2,4,4,16,14,5,14
46,No,Non-Travel,1364,Sales,15,5,Technical Degree,1,Female,70,1,3,Human Resources,1,Married,13851,23095,5,No,17,3,1,0,4,3,3,9,8,6,5
49,No,Travel_Frequently,139,Sales,23,2,Life Sciences,3,Male,64,1,5,Sales Executive,1,Married,16251,8692,0,No,11,3,3,3,9,1,3,25,12,4,10
25,No,Non-Travel,954,Research & Development,2,2,Life Sciences,3,Female,68,3,1,Laboratory Technician,3,Divorced,16207,10122,5,No,18,3,3,2,23,5,3,32,3,10,10
48,No,Non-Travel,1201,Research & Development,15,4,Other,2,Male,39,1,1,Sales Representative,2,Married,3684,13338,1,No,25,3,3,1,30,0,2,14,0,4,0
29,No,Non-Travel,1054,Sales,9,3,Marketing,4,Male,72,2,2,Laboratory Technician,3,Married,15191,14683,3,No,12,3,3,2,1,5,3,10,12,2,2
47,No,Travel_Rarely,248,Sales,14,2,Other,4,Male,39,2,1,Research Director,2,Single,8940,5974,4,No,20,3,1,2,38,2,3,10,6,3,10
51,No,Non-Travel,132,Research & Development,15,5,Medical,2,Female,97,4,1,Manufacturing Director,3,Single,11215,16690,7,No,19,3,4,0,5,6,4,11,0,12,5
51,No,Travel_Rarely,1022,Sales,7,2,Marketing,4,Female,37,2,1,Laboratory Technician,1,Divorced,3880,7404,0,No,22,3,1,0,34,0,1,30,8,5,12
57,No,Travel_Frequently,1215,Research & Development,21,3,Marketing,3,Female,64,3,3,Sales Executive,4,Divorced,12885,3788,8,Yes,15,3,2,2,12,3,3,12,1,8,10
57,Yes,Travel_Frequently,1455,Sales,21,5,Other,2,Female,52,2,4,Manufacturing Director,2,Married,8895,14192,0,No,14,3,2,1,33,2,3,16,4,7,15
47,No,Non-Travel,520,Research & Development,22,2,Medical,2,Female,67,1,5,Manager,1,Divorced,17444,10364,0,Yes,24,3,2,0,3,3,1,24,11,6,11
36,No,Travel_Rarely,319,Research & Development,1,3,Marketing,4,Male,97,4,2,Healthcare Representative,4,Single,5295,6943,0,Yes,12,3,1,0,26,6,2,25,0,5,12
35,No,Non-Travel,192,Sales,27,2,Life Sciences,1,Female,70,2,2,Healthcare Representative,4,Married,6925,20913,4,No,15,3,4,3,1,1,1,18,14,9,11
37,No,Travel_Rarely,123,Research & Development,28,5,Other,4,Female,97,3,3,Research Scientist,4,Single,12066,8220,1,Yes,12,3,3,3,37,2,1,15,8,4,10
38,Yes,Non-Travel,1139,Sales,8,5,Life Sciences,4,Female,71,4,2,Laboratory Technician,1,Single,10848,5807,9,Yes,11,3,2,3,14,6,2,17,4,10,1
28,Yes,Travel_Frequently,857,Sales,24,1,Other,2,Male,45,2,2,Sales Representative,1,Married,11560,21146,0,Yes,21,3,3,3,4,6,2,26,12,7,5
52,No,Travel_Rarely,698,Research & Development,2,4,Technical Degree,2,Female,35,4,1,Sales Representative,1,Single,1240,18404,0,Yes,15,3,4,2,34,1,1,11,2,5,15
42,No,Travel_Rarely,1129,Sales,19,2,Medical,2,Male,51,4,5,Research Scientist,4,Divorced,1059,26421,1,No,24,3,1,3,12,6,3,6,7,5,6
32,No,Travel_Rarely,598,Research & Development,15,4,Other,3,Male,65,2,4,Research Director,3,Single,6087,9121,9,No,16,4,1,3,5,4,1,38,6,0,14
36,No,Travel_Frequently,883,Sales,19,1,Medical,4,Female,80,4,4,Healthcare Representative,2,Divorced,15672,16227,0,No,25,3,2,0,37,6,4,25,17,7,0
21,No,Travel_Rarely,1378,Sales,16,5,Medical,4,Female,98,4,2,Sales Representative,2,Married,2884,14812,8,Yes,16,3,1,2,2,4,3,10,14,10,9
28,Yes,Travel_Rarely,867,Sales,13,5,Medical,1,Male,63,3,3,Research Scientist,1,Single,10698,13356,7,No,25,3,2,1,15,6,3,8,3,12,9
46,No,Travel_Rarely,501,Research & Development,14,1,Medical,3,Male,47,3,3,Research Scientist,2,Married,10368,21977,6,No,14,3,3,2,38,5,4,7,1,7,7
33,No,Travel_Rarely,911,Sales,13,5,Medical,4,Female,56,3,4,Human Resources,3,Married,17600,8012,2,Yes,22,3,3,3,11,3,1,35,13,14,14
33,No,Travel_Rarely,895,Research & Development,1,4,Other,4,Male,68,2,5,Healthcare Representative,2,Married,17067,2131,3,No,18,3,3,0,32,1,3,28,4,1,11
28,No,Travel_Rarely,1257,Sales,11,5,Other,3,Female,59,3,1,Research Director,4,Married,7257,22290,1,Yes,17,3,3,3,35,6,2,7,1,11,8
41,No,Travel_Rarely,1383,Research & Development,24,4,Life Sciences,4,Female,52,3,2,Laboratory Technician,4,Single,2943,6080,4,No,13,3,4,1,7,5,1,18,16,12,12
52,No,Travel_Rarely,270,Sales,11,5,Technical Degree,3,Female,88,2,4,Laboratory Technician,2,Divorced,7213,18019,6,No,15,3,3,0,2,5,1,13,13,5,6
46,Yes,Non-Travel,617,Sales,18,1,Life Sciences,3,Male,36,1,1,Healthcare Representative,4,Divorced,15094,9449,7,Yes,11,3,1,1,16,3,4,16,3,12,11
33,No,Non-Travel,219,Research & Development,25,1,Marketing,3,Male,37,4,2,Research Scientist,4,Married,9830,21201,0,No,12,3,3,0,18,4,4,0,5,14,1
50,Yes,Travel_Rarely,918,Research & Development,12,2,Medical,2,Female,97,3,4,Manager,2,Married,6862,18926,6,No,13,4,4,0,20,3,2,21,10,14,13
51,No,Travel_Rarely,109,Research & Development,14,4,Medical,2,Male,78,4,3,Research Scientist,1,Divorced,17368,25491,1,No,12,3,1,1,15,1,3,25,0,6,15
22,No,Travel_Rarely,302,Sales,4,4,Medical,2,Female,57,2,3,Research Director,3,Married,13248,3951,1,No,13,3,2,0,34,3,2,16,0,4,16
50,No,Non-Travel,1192,Sales,12,5,Marketing,3,Male,82,2,4,Research Scientist,3,Married,8574,19837,1,Yes,11,3,2,3,31,5,2,26,11,0,15
44,No,Travel_Frequently,538,Research & Development,11,1,Life Sciences,4,Male,90,3,5,Human Resources,4,Single,11664,22816,7,No,16,3,3,1,28,5,2,29,12,14,15
43,No,Travel_Rarely,1141,Research & Development,15,1,Life Sciences,2,Male,82,4,3,Laboratory Technician,4,Single,17610,6289,3,No,19,3,3,3,26,5,3,4,12,11,12
26,No,Travel_Frequently,1364,Research & Development,27,5,Technical Degree,4,Male,49,3,3,Research Director,2,Married,3193,17183,4,No,24,3,2,0,25,2,2,23,5,6,2
41,No,Travel_Rarely,909,Research & Development,26,4,Life Sciences,2,Male,33,1,2,Research Scientist,1,Married,10659,23782,8,Yes,20,3,2,1,36,2,2,34,3,9,12
56,No,Travel_Rarely,1326,Sales,8,3,Marketing,3,Male,74,2,1,Research Scientist,3,Married,5116,24649,5,No,13,3,2,0,2,2,3,31,11,3,6
40,No,Travel_Rarely,1007,Research & Development,17,3,Technical Degree,2,Male,86,1,2,Manager,4,Single,15081,23587,9,No,18,3,2,0,8,5,1,18,5,12,13
51,No,Travel_Rarely,1357,Sales,28,5,Life Sciences,4,Female,30,1,3,Manager,4,Married,18874,17912,4,No,20,4,2,2,21,0,4,37,4,13,0
59,No,Travel_Rarely,1192,Research & Development,8,2,Other,3,Female,54,2,5,Laboratory Technician,1,Divorced,2163,19454,5,Yes,23,3,3,2,32,6,3,1,2,4,7
50,No,Non-Travel,354,Sales,18,5,Life Sciences,4,Male,87,2,2,Manufacturing Director,4,Married,6875,26776,8,No,17,3,2,2,36,4,4,19,1,0,13
40,No,Travel_Rarely,408,Sales,20,5,Technical Degree,1,Male,77,3,4,Sales Representative,4,Single,2325,10700,3,Yes,16,3,3,1,2,3,4,29,15,13,14
44,No,Travel_Frequently,1074,Human Resources,10,2,Technical Degree,3,Male,47,1,2,Sales Executive,2,Married,6537,13846,0,No,12,3,1,0,24,2,4,26,10,7,3
36,No,Travel_Rarely,505,Sales,22,5,Marketing,1,Male,85,1,4,Research Director,1,Married,18129,9306,5,No,19,3,3,0,13,5,3,7,6,4,12
22,No,Non-Travel,296,Research & Development,4,3,Other,1,Female,72,4,4,Manufacturing Director,4,Married,8469,19300,4,No,15,3,4,0,20,4,2,33,15,10,1
45,No,Travel_Rarely,1418,Human Resources,21,1,Technical Degree,4,Male,63,4,1,Healthcare Representative,3,Married,8292,10659,8,No,19,3,4,3,24,0,2,5,13,2,12
28,No,Travel_Rarely,1243,Sales,14,1,Other,4,Female,62,2,5,Research Scientist,4,Divorced,13872,2946,4,No,11,4,2,1,5,3,2,12,15,13,2
58,No,Travel_Rarely,1123,Research & Development,14,4,Life Sciences,2,Male,83,3,5,Healthcare Representative,3,Single,17563,7433,9,No,14,3,2,0,33,4,2,33,10,2,5
41,Yes,Travel_Rarely,984,Sales,7,3,Marketing,2,Female,73,4,2,Manufacturing Director,3,Single,6914,18766,0,Yes,19,3,4,3,1,0,2,31,15,13,15
26,No,Non-Travel,1070,Sales,6,1,Medical,3,Male,69,4,2,Research Scientist,1,Divorced,19667,15196,4,Yes,21,3,2,2,7,5,3,35,6,7,6
43,No,Travel_Rarely,772,Sales,1,3,Marketing,1,Female,83,1,2,Human Resources,4,Single,7533,5731,4,No,16,3,3,1,12,0,4,24,13,12,6
45,No,Travel_Rarely,1116,Sales,22,1,Medical,1,Male,96,2,2,Research Director,1,Divorced,1752,25298,6,No,21,4,1,3,7,5,2,9,0,1,15
24,No,Non-Travel,1311,Research & Development,26,4,Technical Degree,1,Female,83,4,5,Healthcare Representative,2,Divorced,6242,9748,4,Yes,22,3,1,2,22,6,2,14,8,6,11
30,No,Non-Travel,995,Research & Development,8,1,Marketing,4,Male,88,3,3,Sales Representative,2,Divorced,1390,12582,7,No,12,3,2,2,16,5,2,5,14,11,16
46,No,Travel_Frequently,1056,Research & Development,17,3,Other,3,Male,30,2,1,Sales Representative,3,Married,6948,22181,9,No,13,3,4,2,13,6,3,2,16,11,9
21,Yes,Travel_Rarely,1289,Sales,15,1,Technical Degree,4,Male,54,2,5,Sales Representative,1,Married,2771,15430,2,Yes,13,3,4,1,1,2,2,19,6,13,0
20,No,Non-Travel,716,Research & Development,13,5,Medical,4,Male,95,1,4,Laboratory Technician,2,Divorced,12191,22256,8,No,21,3,3,1,3,0,2,1,0,14,16
45,No,Travel_Frequently,523,Sales,17,1,Medical,2,Female,37,3,2,Manager,1,Single,2278,25870,3,No,12,4,4,0,26,0,1,6,5,2,8
42,No,Travel_Rarely,725,Sales,12,2,Life Sciences,3,Male,74,1,5,Research Scientist,3,Married,10259,18421,4,No,13,3,3,1,35,0,1,4,5,4,4
39,Yes,Travel_Frequently,147,Human Resources,6,4,Marketing,1,Male,60,3,3,Manufacturing Director,3,Married,2802,12375,7,No,17,3,2,1,32,3,2,10,0,10,15
23,No,Travel_Rarely,337,Sales,13,3,Life Sciences,4,Male,95,1,1,Sales Representative,2,Single,2888,5599,3,No,24,3,3,1,33,1,3,20,16,3,10
27,No,Travel_Frequently,144,Research & Development,7,1,Life Sciences,3,Male,92,4,5,Research Scientist,4,Married,10993,14952,8,Yes,22,3,1,1,12,2,3,37,5,6,7
25,No,Travel_Rarely,836,Sales,16,4,Marketing,4,Female,36,4,5,Manufacturing Director,4,Married,13473,2755,9,No,18,3,2,1,5,5,1,4,16,13,11
22,No,Travel_Rarely,794,Sales,7,1,Medical,4,Female,77,1,5,Sales Executive,1,Married,9329,23970,6,Yes,14,3,4,2,0,2,3,20,0,0,5
59,Yes,Travel_Rarely,398,Research & Development,24,1,Medical,1,Male,97,2,1,Sales Executive,2,Single,1663,19380,5,Yes,24,3,3,1,31,0,2,8,1,14,3
49,No,Non-Travel,1079,Research & Development,4,3,Marketing,2,Female,38,2,1,Manager,1,Married,18303,15369,3,Yes,13,4,3,3,30,4,1,16,15,0,0
50,No,Travel_Frequently,648,Sales,25,5,Other,4,Female,58,3,5,Healthcare Representative,2,Married,2618,15702,9,No,21,3,1,2,19,4,3,20,6,8,10
39,No,Non-Travel,643,Research & Development,20,1,Medical,3,Female,49,1,2,Sales Representative,3,Divorced,17501,10899,8,No,11,4,3,3,4,4,3,29,17,14,11
40,No,Travel_Frequently,634,Sales,21,5,Marketing,2,Female,88,2,3,Human Resources,2,Married,17897,19089,6,No,21,3,2,0,23,6,3,37,6,1,5
22,No,Travel_Rarely,162,Research & Development,24,5,Medical,2,Male,86,4,2,Manufacturing Director,3,Married,12505,19540,8,Yes,11,3,2,2,16,6,3,16,5,6,11
51,No,Travel_Rarely,528,Research & Development,15,2,Medical,2,Male,64,2,5,Healthcare Representative,3,Single,17105,18085,5,No,18,3,1,0,32,0,2,22,16,1,3
37,No,Travel_Rarely,299,Research & Development,9,2,Other,2,Male,87,1,5,Research Scientist,1,Divorced,14436,19081,6,No,18,3,3,0,25,6,2,25,13,4,5
46,No,Non-Travel,1320,Sales,2,5,Other,3,Male,73,1,5,Manufacturing Director,1,Single,17974,15927,1,No,13,3,4,2,35,5,1,22,6,5,12
44,No,Non-Travel,1287,Sales,23,5,Technical Degree,4,Female,93,4,3,Manufacturing Director,3,Married,1529,15640,0,No,22,3,4,1,38,6,2,4,4,0,6
25,No,Travel_Frequently,1143,Sales,19,2,Technical Degree,1,Male,90,4,2,Healthcare Representative,2,Married,4466,5503,3,No,16,3,3,2,2,4,2,32,0,2,9
30,No,Travel_Rarely,619,Research & Development,23,1,Medical,2,Female,82,4,3,Research Scientist,1,Married,18244,14760,8,Yes,19,3,3,1,0,2,4,0,6,6,15
52,No,Travel_Rarely,1059,Research & Development,13,2,Medical,4,Male,88,4,3,Research Scientist,2,Divorced,7997,7435,5,No,14,3,2,2,39,2,4,20,6,6,12
37,No,Travel_Frequently,341,Research & Development,20,3,Life Sciences,1,Male,84,1,2,Human Resources,4,Single,8548,14415,4,Yes,17,3,4,3,21,6,3,13,11,0,12
43,No,Non-Travel,392,Research & Development,16,3,Other,1,Female,35,2,3,Manager,4,Married,12862,14251,8,Yes,12,3,2,0,36,3,2,10,15,13,16
49,No,Travel_Rarely,1453,Research & Development,11,4,Life Sciences,4,Female,82,1,5,Healthcare Representative,2,Divorced,8363,3496,3,Yes,22,3,3,1,16,5,3,9,2,11,15
54,No,Travel_Frequently,781,Sales,26,5,Technical Degree,3,Female,40,2,5,Research Scientist,3,Married,8320,8845,0,No,24,3,3,2,1,4,3,36,16,10,10
30,No,Non-Travel,998,Sales,25,3,Other,4,Male,70,1,3,Laboratory Technician,3,Married,7012,3524,2,Yes,22,3,2,2,31,3,2,23,14,9,11
30,No,Travel_Rarely,765,Research & Development,26,2,Medical,4,Male,82,1,4,Sales Representative,2,Single,9511,3022,0,No,19,3,1,1,39,1,4,34,15,0,15
